100014962631116;2020-10-11 05:05:26.020000
100014962631116;2020-10-11 05:05:46.521000
100032236723941;2021-02-24 22:22:56.968000
100014962631116;2021-02-25 01:01:07.214000
100014962631116;2021-02-25 02:02:20.078000
100014962631116;2021-02-26 11:11:29.250000
100014962631116;2021-02-26 12:12:08.235000
100014962631116;2021-02-26 14:18:01.318000
100014962631116;2021-02-27 00:00:14.273000
100032236723941;2021-02-27 06:06:09.098000
100014962631116;2021-02-27 15:15:35.682000
100014962631116;2021-02-27 16:16:44.410000
100014962631116;2021-02-27 19:19:19.001000
100032236723941;2021-02-27 21:21:04.218000
100014962631116;2021-02-27 21:21:38.405000
100014962631116;2021-02-28 12:12:15.084000
100014962631116;2021-02-28 13:13:13.860000
100014962631116;2021-02-28 18:18:36.938000
100032236723941;2021-02-28 20:20:20.057000
100014962631116;2021-02-28 20:20:24.759000
100014962631116;2021-03-01 09:09:39.693000
100014962631116;2021-03-01 15:15:46.037000
100014962631116;2021-03-01 16:16:29.367000
100032236723941;2021-03-02 00:00:07.626000
100014962631116;2021-03-02 15:15:26.433000
100014962631116;2021-03-02 16:16:41.217000
100014962631116;2021-03-03 10:10:59.783000
100014962631116;2021-06-22 10:10:04.535000
100032236723941;2021-06-24 22:22:58.362000
100032236723941;2021-06-27 00:00:20.626000
100014962631116;2021-06-27 00:00:26.761000
100014962631116;2021-07-29 19:19:37.710000
100014962631116;2021-08-09 21:21:30.945000
100032236723941;2021-08-18 14:14:35.855000
100032236723941;2021-08-18 22:22:55.103000
100032236723941;2021-09-23 11:11:55.971000
100032236723941;2021-09-23 15:15:50.421000
100014962631116;2021-09-23 17:17:06.552000
100014962631116;2021-09-24 10:10:08.195000
100032236723941;2021-09-24 16:16:35.581000
100014962631116;2021-09-25 18:18:40.220000
100032236723941;2021-10-07 00:00:15.697000
100014962631116;2021-10-07 00:00:24.427000
100032236723941;2021-10-12 18:18:42.246000
100032236723941;2021-10-13 11:11:45.287000
100014962631116;2021-10-13 11:11:51.009000
100032236723941;2021-10-14 11:11:12.591000
100014962631116;2021-10-14 16:16:21.725000
100014962631116;2021-10-14 20:20:43.226000
100014962631116;2021-10-15 14:14:17.973000
100032236723941;2021-10-15 14:14:29.903000
100032236723941;2021-10-15 18:18:20.024000
100014962631116;2021-11-01 19:19:03.827000
100032236723941;2021-11-01 19:19:19.608000
100014962631116;2021-11-03 08:08:18.459000
100014962631116;2021-11-03 09:09:07.678000
100014962631116;2021-11-04 17:17:55.817000
100032236723941;2021-11-05 11:11:11.435000
100014962631116;2021-11-05 12:12:26.969000
100014962631116;2021-11-06 14:14:57.339000
100032236723941;2021-11-06 16:16:32.177000
100014962631116;2021-11-06 18:18:37.543000
100032236723941;2021-11-07 19:19:45.282000
100014962631116;2021-11-08 09:09:12.608000
100014962631116;2021-11-08 14:14:15.614000
100032236723941;2021-11-08 16:16:09.240000
100014962631116;2021-11-08 16:16:41.979000
100032236723941;2021-11-08 17:17:05.780000
100014962631116;2021-11-08 17:17:06.351000
100032236723941;2021-11-08 18:18:22.524000
100014962631116;2021-11-08 18:18:33.410000
100014962631116;2021-11-08 21:21:50.897000
100014962631116;2021-11-09 08:08:33.690000
100014962631116;2021-11-09 09:09:54.530000
100014962631116;2021-11-09 16:16:50.200000
100014962631116;2021-11-09 21:21:49.989000
100014962631116;2021-11-10 09:09:22.576000
100032236723941;2021-11-10 18:18:29.685000
100014962631116;2021-11-15 21:21:41.457000
100014962631116;2021-11-15 22:22:06.773000
100014962631116;2021-11-15 23:23:46.724000
100032236723941;2021-11-16 00:00:13.764000
100014962631116;2021-11-16 09:09:18.075000
100032236723941;2021-11-16 09:09:58.225000
100032236723941;2021-11-16 14:14:10.450000
100014962631116;2021-11-17 09:09:39.962000
