100008800800648;2022-04-03 19:19:00.479000;Tutut
100032236723941;2022-04-03 19:19:01.779000;Tutut
100032236723941;2022-04-03 20:20:23.125000;Tutut
100008800800648;2022-04-04 07:07:22.654000;Tutut
100008800800648;2022-04-04 09:09:01.644000;Tutut
100008800800648;2022-04-04 10:10:01.942000;Tutut
100032236723941;2022-04-04 10:10:16.371000;Tutut
100008800800648;2022-04-04 11:11:03.695000;Tutut
100032236723941;2022-04-04 11:11:22.954000;Tutut
100032236723941;2022-04-04 13:13:25.075000;Tutut
100008800800648;2022-04-04 14:14:02.506000;Tutut
100008800800648;2022-04-04 15:15:00.407000;Tutut
100008800800648;2022-04-04 16:16:00.322000;Tutut
100032236723941;2022-04-04 16:16:11.349000;Tutut
100032236723941;2022-04-04 17:17:03.436000;Tutut
100032236723941;2022-04-04 18:18:07.488000;Tutut
100032236723941;2022-04-04 19:19:03.413000;Tutut
100008800800648;2022-04-04 20:20:00.247000;Tutut
100032236723941;2022-04-04 20:20:13.391000;Tutut
100008800800648;2022-04-04 21:21:00.287000;Tutut
100032236723941;2022-04-04 21:21:01.851000;Tutut
100008800800648;2022-04-04 22:22:00.476000;Tutut
100032236723941;2022-04-04 22:22:14.967000;Tutut
100008800800648;2022-04-05 07:07:49.564000;Tutut
100032236723941;2022-04-05 08:08:02.962000;Tutut
100008800800648;2022-04-05 08:08:16.158000;Tutut
100032236723941;2022-04-05 09:09:04.983000;Tutut
100008800800648;2022-04-05 09:09:12.337000;Tutut
100032236723941;2022-04-05 10:10:16.490000;Tutut
100008800800648;2022-04-05 10:10:30.273000;Tutut
100008800800648;2022-04-05 11:11:01.096000;Tutut
100032236723941;2022-04-05 11:11:09.318000;Tutut
100008800800648;2022-04-05 12:12:01.286000;Tutut
100032236723941;2022-04-05 13:13:55.651000;Tutut
100008800800648;2022-04-05 15:15:08.579000;Tutut
100008800800648;2022-04-05 16:16:00.666000;Tutut
100032236723941;2022-04-05 16:16:11.690000;Tutut
100032236723941;2022-04-05 19:19:01.850000;Tutut
100032236723941;2022-04-05 22:22:44.454000;Tutut
100032236723941;2022-04-06 00:00:09.160000;Tutut
100032236723941;2022-04-06 08:08:19.673000;Tutut
100008800800648;2022-04-06 08:08:20.925000;Tutut
100032236723941;2022-04-06 09:09:01.926000;Tutut
100008800800648;2022-04-06 09:09:16.432000;Tutut
100008800800648;2022-04-06 10:10:08.933000;Tutut
100032236723941;2022-04-06 10:10:15.395000;Tutut
100008800800648;2022-04-06 11:11:14.901000;Tutut
100032236723941;2022-04-06 11:11:36.923000;Tutut
100032236723941;2022-04-06 12:12:26.239000;Tutut
100008800800648;2022-04-06 13:13:00.159000;Tutut
100032236723941;2022-04-06 13:13:08.853000;Tutut
100008800800648;2022-04-06 14:14:16.936000;Tutut
100008800800648;2022-04-06 15:15:12.686000;Tutut
100032236723941;2022-04-06 15:15:43.309000;Tutut
100008800800648;2022-04-06 16:16:01.373000;Tutut
100032236723941;2022-04-06 16:16:42.884000;Tutut
100032236723941;2022-04-06 18:18:13.713000;Tutut
100032236723941;2022-04-06 19:19:06.424000;Tutut
100008800800648;2022-04-06 20:20:00.090000;Tutut
100008800800648;2022-04-06 21:21:02.252000;Tutut
100032236723941;2022-04-06 21:21:17.813000;Tutut
100008800800648;2022-04-06 22:22:00.245000;Tutut
100032236723941;2022-04-06 22:22:12.795000;Tutut
100032236723941;2022-04-07 00:00:47.825000;Tutut
100008800800648;2022-04-07 08:08:00.580000;Tutut
100032236723941;2022-04-07 08:08:24.804000;Tutut
100008800800648;2022-04-07 09:09:12.633000;Tutut
100008800800648;2022-04-07 11:11:01.758000;Tutut
100032236723941;2022-04-07 11:11:07.278000;Tutut
100032236723941;2022-04-07 13:13:11.050000;Tutut
100008800800648;2022-04-07 13:13:11.182000;Tutut
100008800800648;2022-04-07 14:14:00.264000;Tutut
100032236723941;2022-04-07 14:14:05.838000;Tutut
100008800800648;2022-04-07 15:15:00.678000;Tutut
100008800800648;2022-04-07 16:16:12.171000;Tutut
100032236723941;2022-04-07 16:16:25.754000;Tutut
100032236723941;2022-04-07 17:17:24.468000;Tutut
100032236723941;2022-04-07 18:18:37.582000;Tutut
100032236723941;2022-04-07 20:20:55.570000;Tutut
100032236723941;2022-04-07 22:22:11.871000;Tutut
100008800800648;2022-04-08 07:07:06.030000;Tutut
100032236723941;2022-04-08 09:09:04.299000;Tutut
100008800800648;2022-04-08 09:09:13.947000;Tutut
100008800800648;2022-04-08 10:10:00.007000;Tutut
100032236723941;2022-04-08 11:11:05.559000;Tutut
100008800800648;2022-04-08 11:11:11.187000;Tutut
100032236723941;2022-04-08 12:12:48.914000;Tutut
100032236723941;2022-04-08 13:13:05.243000;Tutut
100008800800648;2022-04-08 13:13:10.970000;Tutut
100032236723941;2022-04-08 15:15:15.751000;Tutut
100032236723941;2022-04-08 17:17:17.681000;Tutut
100008800800648;2022-04-08 17:17:27.938000;Tutut
100008800800648;2022-04-08 18:18:02.108000;Tutut
100032236723941;2022-04-08 18:18:09.506000;Tutut
100008800800648;2022-04-08 19:19:04.139000;Tutut
100032236723941;2022-04-08 19:19:06.367000;Tutut
100032236723941;2022-04-08 22:22:18.135000;Tutut
100032236723941;2022-04-09 08:08:59.112000;Tutut
100032236723941;2022-04-09 09:09:03.392000;Tutut
100008800800648;2022-04-09 11:11:13.314000;Tutut
100032236723941;2022-04-09 11:11:55.907000;Tutut
100032236723941;2022-04-09 12:12:02.781000;Tutut
100008800800648;2022-04-09 12:12:07.153000;Tutut
100008800800648;2022-04-09 13:13:24.774000;Tutut
100032236723941;2022-04-09 13:13:31.310000;Tutut
100008800800648;2022-04-09 14:14:16.976000;Tutut
100008800800648;2022-04-09 15:15:32.812000;Tutut
100032236723941;2022-04-09 15:15:33.273000;Tutut
100032236723941;2022-04-09 16:16:19.918000;Tutut
100032236723941;2022-04-09 17:17:03.451000;Tutut
100008800800648;2022-04-09 17:17:27.040000;Tutut
100032236723941;2022-04-09 18:18:00.615000;Tutut
100008800800648;2022-04-09 18:18:30.122000;Tutut
100032236723941;2022-04-09 19:19:05.240000;Tutut
100008800800648;2022-04-09 19:19:20.001000;Tutut
100008800800648;2022-04-09 20:20:07.871000;Tutut
100008800800648;2022-04-09 21:21:04.011000;Tutut
100032236723941;2022-04-09 21:21:23.080000;Tutut
100032236723941;2022-04-09 22:22:19.380000;Tutut
100032236723941;2022-04-09 23:23:01.784000;Tutut
100032236723941;2022-04-10 00:00:21.287000;Tutut
100032236723941;2022-04-10 01:01:11.751000;Tutut
100032236723941;2022-04-10 02:02:03.659000;Tutut
100032236723941;2022-04-10 03:03:08.515000;Tutut
100032236723941;2022-04-10 09:09:00.311000;Tutut
100032236723941;2022-04-10 10:10:30.607000;Tutut
100032236723941;2022-04-10 11:11:21.051000;Tutut
100008800800648;2022-04-10 11:11:23.875000;Tutut
100032236723941;2022-04-10 12:12:29.847000;Tutut
100032236723941;2022-04-10 13:13:05.777000;Tutut
100032236723941;2022-04-10 14:14:07.099000;Tutut
100032236723941;2022-04-10 15:15:12.711000;Tutut
100008800800648;2022-04-10 15:15:58.337000;Tutut
100008800800648;2022-04-10 16:16:10.254000;Tutut
100032236723941;2022-04-10 17:17:10.472000;Tutut
100008800800648;2022-04-10 17:17:29.132000;Tutut
100008800800648;2022-04-10 18:18:17.583000;Tutut
100032236723941;2022-04-10 18:18:37.595000;Tutut
