100014962631116,2020-07-01 22:22:11.120000,Tutut
100014962631116,2020-07-02 04:04:43.828000,Tutut
100040105721223,2020-07-02 04:04:47.718000,Tutut
100040105721223,2020-07-02 11:11:03.559000,Tutut
100040105721223,2020-07-02 13:13:32.637000,Tutut
100040105721223,2020-07-02 14:14:01.853000,Tutut
100014962631116,2020-07-02 14:14:09.773000,Tutut
100014962631116,2020-07-02 15:15:22.273000,Tutut
100014962631116,2020-07-02 17:17:14.955000,Tutut
100040105721223,2020-07-02 18:18:50.906000,Tutut
100014962631116,2020-07-02 21:21:53.889000,Tutut
100040105721223,2020-07-03 11:11:06.721000,Tutut
100014962631116,2020-07-03 12:12:31.184000,Tutut
100040105721223,2020-07-03 13:13:17.364000,Tutut
100014962631116,2020-07-03 22:22:28.091000,Tutut
100014962631116,2020-07-04 10:10:29.167000,Tutut
100014962631116,2020-07-04 12:12:55.549000,Tutut
100014962631116,2020-07-04 16:16:44.699000,Tutut
100040105721223,2020-07-04 17:17:07.819000,Tutut
100014962631116,2020-07-04 22:22:33.166000,Tutut
100040105721223,2020-07-05 12:12:34.677000,Tutut
100014962631116,2020-07-05 12:12:40.075000,Tutut
100014962631116,2020-07-05 13:13:15.975000,Tutut
100014962631116,2020-07-05 14:14:38.650000,Tutut
100014962631116,2020-07-05 16:16:19.924000,Tutut
100014962631116,2020-07-05 18:18:30.170000,Tutut
100014962631116,2020-07-05 20:20:46.838000,Tutut
100014962631116,2020-07-05 21:21:30.013000,Tutut
100040105721223,2020-07-05 21:21:41.587000,Tutut
100040105721223,2020-07-05 22:22:06.637000,Tutut
100040105721223,2020-07-06 12:12:01.136000,Tutut
100014962631116,2020-07-06 16:16:58.992000,Tutut
100014962631116,2020-07-06 17:17:21.555000,Tutut
100014962631116,2020-07-06 19:19:15.109000,Tutut
100014962631116,2020-07-06 22:22:03.902000,Tutut
100014962631116,2020-07-07 00:00:09.453000,Tutut
100040105721223,2020-07-07 12:12:52.806000,Tutut
100040105721223,2020-07-07 13:13:16.533000,Tutut
100040105721223,2020-07-07 16:16:16.635000,Tutut
100014962631116,2020-07-07 16:16:30.272000,Tutut
100040105721223,2020-07-07 17:16:59.658000,Tutut
100014962631116,2020-07-07 17:17:00.153000,Tutut
100014962631116,2020-07-08 00:00:17.054000,Tutut
100040105721223,2020-07-08 11:11:42.053000,Tutut
100014962631116,2020-07-08 11:11:46.663000,Tutut
100014962631116,2020-07-08 14:14:34.990000,Tutut
100014962631116,2020-07-08 15:15:30.705000,Tutut
100014962631116,2020-07-08 18:18:15.859000,Tutut
100014962631116,2020-07-08 19:19:18.827000,Tutut
100040105721223,2020-07-08 19:19:33.559000,Tutut
100040105721223,2020-07-09 17:17:00.568000,Tutut
100014962631116,2020-07-09 17:17:00.648000,Tutut
100040105721223,2020-07-09 18:18:16.253000,Tutut
100014962631116,2020-07-09 19:19:27.608000,Tutut
100040105721223,2020-07-09 21:21:01.441000,Tutut
100040105721223,2020-07-09 23:23:33.196000,Tutut
100014962631116,2020-07-10 12:12:25.446000,Tutut
100014962631116,2020-07-10 14:14:11.187000,Tutut
100014962631116,2020-07-10 15:15:02.885000,Tutut
100014962631116,2020-07-10 19:19:01.251000,Tutut
100014962631116,2020-07-11 12:12:05.858000,Tutut
100014962631116,2020-07-11 14:14:02.016000,Tutut
100014962631116,2020-07-11 15:15:53.034000,Tutut
100014962631116,2020-07-11 16:16:16.068000,Tutut
100040105721223,2020-07-11 21:21:25.523000,Tutut
100014962631116,2020-07-11 21:21:36.524000,Tutut
100040105721223,2020-07-13 15:21:27.725000,Tutut
100040105721223,2020-07-13 18:18:15.633000,Tutut
100014962631116,2020-07-13 20:20:26.557000,Tutut
100014962631116,2020-07-14 12:12:54.924000,Tutut
100040105721223,2020-07-14 15:15:01.652000,Tutut
100040105721223,2020-07-14 16:16:50.699000,Tutut
100040105721223,2020-07-15 13:13:52.720000,Tutut
100040105721223,2020-07-15 17:17:02.544000,Tutut
100014962631116,2020-07-15 21:21:54.411000,Tutut
100040105721223,2020-07-15 23:23:50.259000,Tutut
100040105721223,2020-07-16 11:11:16.235000,Tutut
100040105721223,2020-07-16 12:12:08.246000,Tutut
100014962631116,2020-07-16 12:12:38.487000,Tutut
100040105721223,2020-07-16 15:15:05.440000,Tutut
100014962631116,2020-07-16 15:15:22.907000,Tutut
100014962631116,2020-07-16 16:16:03.972000,Tutut
100040105721223,2020-07-16 17:17:18.165000,Tutut
100014962631116,2020-07-16 17:17:33.784000,Tutut
100040105721223,2020-07-16 19:19:14.473000,Tutut
100040105721223,2020-07-16 20:20:35.642000,Tutut
100040105721223,2020-07-16 21:21:04.827000,Tutut
100014962631116,2020-07-17 00:00:34.543000,Tutut
100040105721223,2020-07-17 13:13:02.930000,Tutut
100014962631116,2020-07-17 14:14:11.751000,Tutut
100014962631116,2020-07-17 16:16:25.068000,Tutut
100014962631116,2020-07-17 17:17:04.733000,Tutut
100040105721223,2020-07-17 19:19:16.730000,Tutut
100040105721223,2020-07-18 11:11:04.957000,Tutut
100014962631116,2020-07-18 12:12:02.105000,Tutut
100040105721223,2020-07-18 12:12:45.977000,Tutut
100014962631116,2020-07-18 13:13:05.821000,Tutut
100040105721223,2020-07-18 13:13:14.103000,Tutut
100014962631116,2020-07-18 14:14:30.031000,Tutut
100040105721223,2020-07-18 17:17:46.788000,Tutut
100014962631116,2020-07-18 17:17:56.817000,Tutut
100040105721223,2020-07-18 22:22:08.296000,Tutut
100014962631116,2020-07-18 22:22:14.877000,Tutut
100014962631116,2020-07-18 23:23:06.150000,Tutut
100014962631116,2020-07-19 01:01:20.756000,Tutut
100040105721223,2020-07-19 14:14:10.258000,Tutut
100014962631116,2020-07-19 16:16:40.308000,Tutut
100040105721223,2020-07-19 16:16:40.446000,Tutut
100014962631116,2020-07-19 19:19:14.963000,Tutut
100014962631116,2020-07-19 22:22:04.636000,Tutut
100040105721223,2020-07-19 23:23:10.542000,Tutut
100040105721223,2020-07-20 12:12:46.829000,Tutut
100040105721223,2020-07-20 14:14:11.007000,Tutut
100014962631116,2020-07-20 14:14:11.111000,Tutut
100014962631116,2020-07-20 15:15:08.172000,Tutut
100040105721223,2020-07-20 17:17:52.967000,Tutut
100014962631116,2020-07-20 20:20:00.035000,Tutut
100040105721223,2020-07-20 22:22:57.018000,Tutut
100040105721223,2020-07-21 11:11:21.713000,Tutut
100040105721223,2020-07-21 13:13:03.240000,Tutut
100014962631116,2020-07-21 14:15:00.053000,Tutut
100014962631116,2020-07-21 20:20:17.111000,Tutut
100040105721223,2020-07-21 21:21:08.698000,Tutut
100014962631116,2020-07-21 23:23:47.297000,Tutut
100014962631116,2020-07-22 11:11:03.785000,Tutut
100040105721223,2020-07-22 11:11:15.498000,Tutut
100014962631116,2020-07-22 15:15:36.052000,Tutut
100040105721223,2020-07-23 12:12:52.425000,Tutut
100040105721223,2020-07-23 16:16:26.385000,Tutut
100040105721223,2020-07-23 20:20:35.741000,Tutut
100014962631116,2020-07-23 21:21:06.512000,Tutut
100040105721223,2020-07-23 21:21:20.112000,Tutut
100040105721223,2020-07-23 22:22:04.460000,Tutut
100040105721223,2020-07-24 12:12:50.758000,Tutut
100040105721223,2020-07-24 19:19:41.571000,Tutut
100040105721223,2020-07-24 21:21:54.647000,Tutut
100014962631116,2020-07-24 22:22:01.814000,Tutut
100040105721223,2020-07-24 23:23:10.378000,Tutut
100040105721223,2020-07-25 11:11:04.209000,Tutut
100040105721223,2020-07-25 13:13:37.506000,Tutut
